clip	duration[ms]
common_voice_az_45233797.mp3	4896
common_voice_az_43516619.mp3	7380
common_voice_az_26658898.mp3	4428
common_voice_az_35250063.mp3	3600
common_voice_az_40798924.mp3	5904
common_voice_az_37653112.mp3	4716
common_voice_az_40799002.mp3	4536
common_voice_az_35249871.mp3	6840
common_voice_az_40737699.mp3	3780
common_voice_az_42621082.mp3	3024
common_voice_az_43516616.mp3	7488
common_voice_az_27426028.mp3	6552
common_voice_az_40799006.mp3	3708
common_voice_az_40798986.mp3	3636
common_voice_az_29987089.mp3	7524
common_voice_az_40811889.mp3	4356
common_voice_az_40862187.mp3	7776
common_voice_az_40819176.mp3	3384
common_voice_az_40668527.mp3	6300
common_voice_az_35250049.mp3	7848
common_voice_az_36729373.mp3	5328
common_voice_az_40737735.mp3	5292
common_voice_az_28316582.mp3	3816
common_voice_az_43457559.mp3	7092
common_voice_az_40811235.mp3	7812
common_voice_az_36729401.mp3	6120
common_voice_az_42600934.mp3	4356
common_voice_az_40734684.mp3	5616
common_voice_az_40699336.mp3	7740
common_voice_az_36559442.mp3	7488
common_voice_az_30644757.mp3	2268
common_voice_az_36729376.mp3	3420
common_voice_az_40679405.mp3	6120
common_voice_az_40799075.mp3	4608
common_voice_az_40811228.mp3	8964
common_voice_az_30644758.mp3	9396
common_voice_az_40679345.mp3	6408
common_voice_az_40811207.mp3	4212
common_voice_az_40679406.mp3	6660
common_voice_az_42621129.mp3	3996
common_voice_az_43516622.mp3	5760
common_voice_az_30574006.mp3	6336
common_voice_az_40734899.mp3	4500
common_voice_az_42550084.mp3	4860
common_voice_az_40799039.mp3	5760
common_voice_az_35250023.mp3	5040
common_voice_az_40699387.mp3	6768
common_voice_az_40699378.mp3	6768
common_voice_az_40679336.mp3	3600
common_voice_az_35249840.mp3	5580
common_voice_az_28316585.mp3	6336
common_voice_az_35249856.mp3	4716
common_voice_az_37445602.mp3	4968
common_voice_az_40668025.mp3	5076
common_voice_az_36729341.mp3	6120
common_voice_az_27367113.mp3	9036
common_voice_az_40734817.mp3	5220
common_voice_az_40679326.mp3	6840
common_voice_az_40798968.mp3	3780
common_voice_az_40737722.mp3	8208
common_voice_az_45233611.mp3	8280
common_voice_az_27646623.mp3	5976
common_voice_az_28316600.mp3	2880
common_voice_az_40819168.mp3	4536
common_voice_az_40798914.mp3	4284
common_voice_az_40679327.mp3	4896
common_voice_az_40811189.mp3	4356
common_voice_az_43284797.mp3	2808
common_voice_az_45233610.mp3	5040
common_voice_az_43284795.mp3	3996
common_voice_az_40811196.mp3	7632
common_voice_az_40735376.mp3	7884
common_voice_az_30574005.mp3	6228
common_voice_az_40679338.mp3	8208
common_voice_az_36729369.mp3	6048
common_voice_az_40799052.mp3	4536
common_voice_az_40737737.mp3	3852
common_voice_az_40734841.mp3	4320
common_voice_az_35249813.mp3	5436
common_voice_az_40668551.mp3	3096
common_voice_az_35249800.mp3	9396
common_voice_az_40811226.mp3	5544
common_voice_az_45215048.mp3	8028
common_voice_az_40474244.mp3	6408
common_voice_az_27646613.mp3	3492
common_voice_az_40819174.mp3	3744
common_voice_az_28841709.mp3	6264
common_voice_az_42970493.mp3	4860
common_voice_az_40679351.mp3	4176
common_voice_az_45066445.mp3	2448
common_voice_az_40668501.mp3	6120
common_voice_az_40668528.mp3	4176
common_voice_az_35249820.mp3	4068
common_voice_az_40799019.mp3	4860
common_voice_az_40667858.mp3	6480
common_voice_az_27367115.mp3	8640
common_voice_az_40819118.mp3	7020
common_voice_az_36729385.mp3	3816
common_voice_az_40667969.mp3	4968
common_voice_az_43264087.mp3	4320
common_voice_az_40735003.mp3	3636
common_voice_az_37772757.mp3	5796
common_voice_az_36729346.mp3	4140
common_voice_az_41030977.mp3	4788
common_voice_az_40862189.mp3	5868
common_voice_az_40679421.mp3	7056
common_voice_az_40798933.mp3	4752
common_voice_az_40737723.mp3	4428
common_voice_az_36638179.mp3	6120
common_voice_az_45233617.mp3	3816
common_voice_az_43516617.mp3	3348
common_voice_az_43541897.mp3	6480
common_voice_az_45233659.mp3	6696
common_voice_az_30651707.mp3	8568
common_voice_az_40811198.mp3	4824
common_voice_az_42621099.mp3	3996
common_voice_az_40735377.mp3	7920
common_voice_az_42621110.mp3	5256
common_voice_az_43516615.mp3	4140
common_voice_az_45233657.mp3	4500
common_voice_az_36729396.mp3	4500
common_voice_az_27646598.mp3	3888
common_voice_az_40679480.mp3	4248
common_voice_az_40734897.mp3	6300
common_voice_az_42621088.mp3	4032
common_voice_az_40799042.mp3	3456
common_voice_az_40668270.mp3	3636
common_voice_az_40737759.mp3	5004
common_voice_az_26658848.mp3	5436
common_voice_az_26658902.mp3	7236
common_voice_az_42621094.mp3	4824
common_voice_az_35249819.mp3	3960
common_voice_az_40699337.mp3	8136
common_voice_az_42970491.mp3	9468
common_voice_az_40734777.mp3	5328
common_voice_az_40734808.mp3	8280
common_voice_az_40811188.mp3	5652
common_voice_az_36729393.mp3	3780
common_voice_az_40798935.mp3	4356
common_voice_az_40474246.mp3	4680
common_voice_az_40799093.mp3	6300
common_voice_az_42550088.mp3	7776
common_voice_az_40679536.mp3	7416
common_voice_az_27646609.mp3	4212
common_voice_az_35249924.mp3	5076
common_voice_az_40679369.mp3	3348
common_voice_az_36729383.mp3	5256
common_voice_az_35249788.mp3	2556
common_voice_az_40679363.mp3	5580
common_voice_az_40811860.mp3	5508
common_voice_az_40699349.mp3	3168
common_voice_az_35249905.mp3	2988
common_voice_az_42351937.mp3	5040
common_voice_az_35250115.mp3	3780
common_voice_az_36729391.mp3	4356
common_voice_az_42621106.mp3	6876
common_voice_az_26658644.mp3	7416
common_voice_az_40734779.mp3	3996
common_voice_az_36729428.mp3	7668
common_voice_az_36729389.mp3	7056
common_voice_az_26658771.mp3	8316
common_voice_az_26658900.mp3	4320
common_voice_az_40735001.mp3	5940
common_voice_az_43284794.mp3	7488
common_voice_az_30574004.mp3	5976
common_voice_az_35250096.mp3	5580
common_voice_az_40811187.mp3	5112
common_voice_az_40862200.mp3	5040
common_voice_az_40668029.mp3	4356
common_voice_az_40811183.mp3	5508
common_voice_az_40735378.mp3	4284
common_voice_az_40668269.mp3	5220
common_voice_az_36410952.mp3	4428
common_voice_az_40798984.mp3	5292
common_voice_az_40679376.mp3	7200
common_voice_az_40668243.mp3	4680
common_voice_az_40668477.mp3	8100
common_voice_az_40679304.mp3	5976
common_voice_az_40679388.mp3	5436
common_voice_az_40811233.mp3	3240
common_voice_az_36729409.mp3	3960
common_voice_az_40668547.mp3	5688
common_voice_az_40734682.mp3	3600
common_voice_az_40819121.mp3	3708
common_voice_az_40667937.mp3	7416
common_voice_az_40799110.mp3	2448
common_voice_az_36729381.mp3	5400
common_voice_az_40668227.mp3	4428
common_voice_az_40667938.mp3	4896
common_voice_az_40699319.mp3	6948
common_voice_az_40668266.mp3	9036
common_voice_az_40699376.mp3	8676
common_voice_az_40679328.mp3	5760
common_voice_az_40799076.mp3	4356
common_voice_az_43264086.mp3	3528
common_voice_az_42621109.mp3	4356
common_voice_az_40798985.mp3	8172
common_voice_az_38206778.mp3	8316
common_voice_az_40811221.mp3	5220
common_voice_az_40699300.mp3	3600
common_voice_az_38555103.mp3	6048
common_voice_az_28841680.mp3	6264
common_voice_az_42351933.mp3	7740
common_voice_az_40699345.mp3	5076
common_voice_az_36729345.mp3	5436
common_voice_az_37445601.mp3	6660
common_voice_az_42621089.mp3	4680
common_voice_az_40734840.mp3	5328
common_voice_az_43284807.mp3	3420
common_voice_az_40679311.mp3	3636
common_voice_az_26658645.mp3	3888
common_voice_az_40679307.mp3	4860
common_voice_az_43457573.mp3	4392
common_voice_az_45066448.mp3	2700
common_voice_az_40668245.mp3	6408
common_voice_az_43543033.mp3	8496
common_voice_az_45233793.mp3	7488
common_voice_az_40668500.mp3	5508
common_voice_az_35249870.mp3	5220
common_voice_az_40819132.mp3	8100
common_voice_az_40798983.mp3	7776
common_voice_az_40679365.mp3	4536
common_voice_az_36729382.mp3	5220
common_voice_az_42600933.mp3	6408
common_voice_az_40798970.mp3	4032
common_voice_az_40668027.mp3	5436
common_voice_az_43543039.mp3	5760
common_voice_az_40667895.mp3	9036
common_voice_az_42621097.mp3	10548
common_voice_az_43284818.mp3	4068
common_voice_az_40862190.mp3	5868
common_voice_az_36559374.mp3	6336
common_voice_az_45233778.mp3	5220
